complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_category,resolution_status,bank_response_timestamp,resolution_sla_days,is_sla_violation,severity,channel
CBK0001337,TXN00011351,USR28182,MCH2065,,,4601.18,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,MEDIUM,EMAIL
CBK0001338,TXN00008410,USR54797,MCH3300,2026-01-20 08:42:27,,896.23,GENERAL_DISPUTE,CLOSED,2026-02-14 10:42:27,,False,MEDIUM,BRANCH
CBK0001339,TXN00012423,USR81981,MCH3013,,,591.32,AMOUNT_MISMATCH,REJECTED,,,False,HIGH,APP
CBK0001340,TXN00001898,USR41763,MCH4190,2026-02-25 08:15:11,,638.96,FRAUD_OR_ATO,RESOLVED,2026-03-06 06:15:11,,False,MEDIUM,IVR
CBK0001341,TXN00001434,USR33704,MCH5584,,2026-02-26 00:00:00,3251.08,AMOUNT_MISMATCH,CLOSED,2026-03-15 02:39:50,17.0,True,HIGH,IVR
CBK0001342,TXN00000213,USR40195,MCH3586,2026-02-17 07:41:15,,658.27,GENERAL_DISPUTE,CLOSED,,,False,MEDIUM,BRANCH
CBK0001343,TXN00017045,USR87914,MCH2822,,,0.14,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0001344,TXN00018359,USR13263,MCH6933,2026-03-20 00:00:00,,0.33,DUPLICATE_PROCESSING,IN_PROGRESS,2026-04-14 15:20:52,,False,LOW,CHATBOT
CBK0001345,TXN00016061,USR71319,MCH7074,,,3106.54,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,MEDIUM,IVR
CBK0001346,TXN00008727,USR34157,MCH2836,,,3225.2,DUPLICATE_PROCESSING,CLOSED,,,False,LOW,EMAIL
CBK0001347,TXN00016394,USR93953,MCH3886,2026-03-27 07:12:43,,1503.32,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,LOW,APP
CBK0001348,TXN00006710,USR80160,MCH8221,,,0.22,FRAUD_OR_ATO,OPEN,,,False,HIGH,IVR
CBK0001349,TXN00011307,USR27947,MCH5452,,2026-03-31 19:55:24,4006.77,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,CALL CENTER
CBK0001350,TXN00011858,USR37820,MCH2269,2026-02-09 00:00:00,2026-02-11 00:00:00,2135.97,FRAUD_OR_ATO,REJECTED,2026-02-25 21:28:08,14.0,False,LOW,BRANCH
CBK0001351,TXN00015779,USR29306,MCH1450,2026-01-06 00:00:00,,0.39,FRAUD_OR_ATO,OPEN,,,False,LOW,CHATBOT
CBK0001352,TXN00010946,USR94542,MCH6061,,,562.29,DUPLICATE_PROCESSING,CLOSED,,,False,HIGH,IVR
CBK0001353,TXN00019934,USR64893,MCH1320,,,2640.42,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,IVR
CBK0001354,TXN00014155,USR29864,MCH9709,,2026-02-06 00:00:00,2193.93,DUPLICATE_PROCESSING,RESOLVED,,,False,MEDIUM,EMAIL
CBK0001355,TXN00002926,USR49477,MCH5714,,2026-03-19 00:00:00,6014.84,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,HIGH,IVR
CBK0001356,TXN00018996,USR61151,MCH3100,,,1863.8,AMOUNT_MISMATCH,CLOSED,,,False,LOW,IVR
CBK0001357,TXN00015990,USR49195,MCH1203,,,1640.31,FRAUD_OR_ATO,OPEN,,,False,CRITICAL,APP
CBK0001358,TXN00013107,USR31479,MCH2757,,,1035.74,FRAUD_OR_ATO,CLOSED,,,False,LOW,IVR
CBK0001359,TXN00003338,USR91595,MCH3957,,2026-02-18 08:19:43,8032.32,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0001360,TXN00018073,USR38459,MCH1267,2026-01-17 05:43:30,,171.37,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,LOW,CALL CENTER
CBK0001361,UNKNOWN_TXN,USR87714,MCH7560,2026-02-08 00:00:00,,3014.44,AMOUNT_MISMATCH,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0001362,TXN00003264,USR32927,MCH3566,,,1771.56,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,2026-03-11 00:34:58,,False,HIGH,EMAIL
CBK0001363,TXN00015121,USR62483,MCH1141,,,1504.76,GENERAL_DISPUTE,CLOSED,,,False,MEDIUM,CHATBOT
CBK0001364,TXN00018217,USR92659,MCH6674,,,1300.73,GENERAL_DISPUTE,IN_PROGRESS,,,False,HIGH,CHATBOT
CBK0001365,TXN00011080,USR44053,MCH1613,,,1709.82,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,2026-02-20 16:56:29,,False,MEDIUM,APP
CBK0001366,TXN00005968,USR64733,MCH3045,,,2917.69,GENERAL_DISPUTE,IN_PROGRESS,2026-04-04 04:31:22,,False,CRITICAL,CALL CENTER
CBK0001367,TXN00014165,USR19110,MCH1811,,,,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,CHATBOT
CBK0001368,TXN00017555,USR49364,MCH8953,,,2069.43,FRAUD_OR_ATO,OPEN,,,False,LOW,CHATBOT
CBK0001369,TXN00016708,USR40818,MCH6534,,,2567.69,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0001370,TXN00017169,USR14813,MCH6201,,2026-03-12 00:00:00,696.63,AMOUNT_MISMATCH,REJECTED,,,False,LOW,BRANCH
CBK0001371,TXN00005048,USR43424,MCH1320,,2026-02-10 00:00:00,2992.52,DUPLICATE_PROCESSING,RESOLVED,,,False,HIGH,IVR
CBK0001372,TXN00001655,USR64263,MCH2054,,,0.26,FRAUD_OR_ATO,CLOSED,,,False,CRITICAL,EMAIL
CBK0001373,TXN00007769,USR24681,MCH6081,,,813.25,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,,,False,HIGH,CHATBOT
CBK0001374,TXN85698,USR29467,MCH4473,,2026-01-23 03:07:30,551.1,GENERAL_DISPUTE,IN_PROGRESS,,,False,HIGH,IVR
CBK0001375,TXN00001251,USR45344,MCH4473,,,802.62,GENERAL_DISPUTE,RESOLVED,,,False,HIGH,CHATBOT
CBK0001376,TXN00009369,USR24660,MCH4473,2026-02-16 00:00:00,,2070.15,FRAUD_OR_ATO,RESOLVED,,,False,LOW,BRANCH
CBK0001377,TXN00016673,USR91623,MCH6411,,,1675.84,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,LOW,CHATBOT
CBK0001378,TXN00013740,USR53440,MCH5264,,,7287.56,AMOUNT_MISMATCH,IN_PROGRESS,,,False,LOW,EMAIL
CBK0001379,TXN00010182,USR52335,MCH5954,,2026-04-02 00:00:00,1252.47,FRAUD_OR_ATO,CLOSED,,,False,LOW,BRANCH
CBK0001380,TXN00009008,USR35697,MCH7809,2026-03-23 00:00:00,,0.74,GENERAL_DISPUTE,REJECTED,2026-04-09 12:19:42,,False,LOW,IVR
CBK0001381,TXN00011623,USR99837,MCH8765,,,3487.78,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,HIGH,IVR
CBK0001382,UNKNOWN_TXN,USR57424,MCH4684,,,678.56,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,IVR
CBK0001383,TXN00005315,USR50648,MCH2822,,,819.89,GENERAL_DISPUTE,OPEN,2026-03-27 05:23:46,,False,LOW,CHATBOT
CBK0001384,TXN00016135,USR75723,MCH7246,,,830.69,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,CHATBOT
CBK0001385,TXN00015532,USR43241,MCH2822,,,90.26,FRAUD_OR_ATO,IN_PROGRESS,,,False,CRITICAL,APP
CBK0001386,TXN00012491,USR83236,MCH4552,,,3187.1,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,2026-02-06 17:32:51,,False,HIGH,BRANCH
CBK0001387,TXN00008870,USR26871,MCH3687,2026-01-20 19:35:20,,4628.47,FRAUD_OR_ATO,REJECTED,,,False,MEDIUM,CHATBOT
CBK0001388,TXN00008970,USR73474,MCH8142,,2026-04-01 12:45:30,0.45,DUPLICATE_PROCESSING,OPEN,,,False,LOW,IVR
CBK0001389,TXN00013530,USR54156,MCH6601,,,11913.51,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,LOW,IVR
CBK0001390,TXN00017748,USR66250,MCH1711,2026-03-04 16:20:03,2026-03-19 19:20:03,0.82,FRAUD_OR_ATO,RESOLVED,,,False,LOW,APP
CBK0001391,TXN00008679,USR46067,MCH1887,2026-03-22 00:00:00,2026-03-23 21:04:05,1294.7,AMOUNT_MISMATCH,RESOLVED,,,False,MEDIUM,CHATBOT
CBK0001392,UNKNOWN_TXN,USR33175,MCH7321,,,5482.08,GENERAL_DISPUTE,REJECTED,,,False,LOW,CHATBOT
CBK0001393,TXN00004549,USR66391,MCH2802,,,1639.85,AMOUNT_MISMATCH,OPEN,,,False,HIGH,CHATBOT
CBK0001394,TXN00009340,USR39542,MCH1320,,,1180.9,DUPLICATE_PROCESSING,OPEN,,,False,CRITICAL,CHATBOT
CBK0001395,TXN00016017,USR47363,MCH9787,,,849.31,GENERAL_DISPUTE,OPEN,,,False,HIGH,CHATBOT
CBK0001396,TXN00008851,USR34889,MCH8779,,,1383.51,DUPLICATE_PROCESSING,REJECTED,,,False,MEDIUM,BRANCH
CBK0001397,TXN00001903,USR40286,MCH8305,,,2512.35,GENERAL_DISPUTE,REJECTED,2026-04-01 06:49:45,,False,CRITICAL,IVR
CBK0001398,TXN00015787,USR61935,MCH8643,,,8787.96,FRAUD_OR_ATO,REJECTED,,,False,HIGH,IVR
CBK0001399,TXN00015053,USR20076,MCH5050,,,3746.75,DUPLICATE_PROCESSING,RESOLVED,,,False,MEDIUM,EMAIL
CBK0001400,TXN00013909,USR85655,MCH5170,,,836.05,FRAUD_OR_ATO,REJECTED,,,False,CRITICAL,CALL CENTER
CBK0001401,TXN00005811,USR43185,MCH1236,,,636.43,AMOUNT_MISMATCH,CLOSED,,,False,MEDIUM,CHATBOT
CBK0001402,TXN00004276,USR93581,MCH2383,,,3192.45,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,IVR
CBK0001403,TXN00012661,USR30500,MCH6979,2026-03-08 00:00:00,,4457.64,FRAUD_OR_ATO,RESOLVED,,,False,MEDIUM,IVR
CBK0001404,TXN00003881,USR61151,MCH8634,,,,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,CALL CENTER
CBK0001405,TXN32094,USR48929,MCH2565,,,1381.95,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0001406,TXN00010864,USR66856,MCH7459,,,2891.42,FRAUD_OR_ATO,OPEN,2026-04-20 04:34:25,,False,CRITICAL,CHATBOT
CBK0001407,TXN33964,USR59562,MCH1241,2026-03-24 00:00:00,2026-03-25 00:00:00,4254.9,FRAUD_OR_ATO,REJECTED,2026-04-21 23:40:30,27.0,True,HIGH,CHATBOT
CBK0001408,TXN00007170,USR49478,MCH8391,,,0.47,GENERAL_DISPUTE,OPEN,,,False,MEDIUM,CHATBOT
CBK0001409,TXN00014019,USR20076,MCH4751,,2026-01-16 00:00:00,2386.95,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0001410,TXN00012186,USR14130,MCH6048,,,4466.44,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,IVR
CBK0001411,TXN00011455,USR24660,MCH3964,,2026-03-05 00:00:00,3012.1,FRAUD_OR_ATO,OPEN,,,False,LOW,CALL CENTER
CBK0001412,TXN00007645,USR75440,MCH4862,2026-02-23 00:00:00,,1667.95,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,2026-03-21 10:58:05,,False,CRITICAL,EMAIL
CBK0001413,TXN00017513,USR39726,MCH5273,,,24586.31,FRAUD_OR_ATO,CLOSED,,,False,LOW,APP
CBK0001414,TXN00000954,USR60939,MCH6568,,,12462.99,FRAUD_OR_ATO,RESOLVED,,,False,MEDIUM,CHATBOT
CBK0001415,TXN00018932,USR90778,MCH1764,,,0.18,FRAUD_OR_ATO,OPEN,2026-04-15 10:23:47,,False,HIGH,IVR
CBK0001416,TXN00018367,USR98309,MCH7233,,,1495.59,GENERAL_DISPUTE,REJECTED,,,False,MEDIUM,CHATBOT
CBK0001417,TXN00014359,USR93454,MCH6178,,2026-03-02 00:00:00,0.36,FRAUD_OR_ATO,CLOSED,,,False,LOW,CHATBOT
CBK0001418,TXN00017042,USR71503,MCH7873,2026-01-14 00:00:00,,0.17,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,,,False,LOW,CHATBOT
CBK0001419,TXN00003304,USR91108,MCH2574,,2026-01-11 00:00:00,6448.11,FRAUD_OR_ATO,CLOSED,,,False,MEDIUM,BRANCH
CBK0001420,TXN00010436,USR26201,MCH9908,,,509.15,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,MEDIUM,IVR
CBK0001421,TXN00015594,USR50434,MCH6889,,,1421.26,FRAUD_OR_ATO,OPEN,2026-02-17 10:08:54,,False,LOW,EMAIL
CBK0001422,TXN00013883,USR59251,MCH7833,,2026-01-15 11:58:51,0.36,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,CHATBOT
CBK0001423,TXN00013720,USR97580,MCH8999,,,4933.23,GENERAL_DISPUTE,IN_PROGRESS,,,False,LOW,BRANCH
CBK0001424,TXN00014077,USR35882,MCH7435,2026-03-16 19:03:13,,411.2,FRAUD_OR_ATO,IN_PROGRESS,,,False,HIGH,BRANCH
CBK0001425,TXN00007508,USR88956,MCH6166,,,696.41,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,CHATBOT
CBK0001426,TXN00002655,USR69481,MCH1140,2026-01-14 00:00:00,2026-02-14 13:03:15,338.23,DUPLICATE_PROCESSING,IN_PROGRESS,2026-03-10 13:03:15,24.0,True,MEDIUM,CHATBOT
CBK0001427,TXN00019824,USR76289,MCH5563,,,755.08,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,CRITICAL,EMAIL
CBK0001428,TXN00001443,USR74417,MCH7286,,,504.11,FRAUD_OR_ATO,OPEN,,,False,LOW,APP
CBK0001429,TXN00002466,USR67833,MCH9464,,2026-04-03 00:00:00,3099.92,FRAUD_OR_ATO,RESOLVED,,,False,CRITICAL,BRANCH
CBK0001430,TXN00003193,USR30157,MCH5404,,,2273.34,DUPLICATE_PROCESSING,CLOSED,,,False,CRITICAL,BRANCH
CBK0001431,TXN00007758,USR37892,MCH3288,,,0.16,FRAUD_OR_ATO,REJECTED,,,False,LOW,CHATBOT
CBK0001432,TXN00014015,USR84470,MCH4732,2026-02-07 00:00:00,2026-02-12 00:00:00,1855.84,DUPLICATE_PROCESSING,OPEN,,,False,MEDIUM,IVR
CBK0001433,TXN00011103,USR93242,MCH9047,,,5968.43,DUPLICATE_PROCESSING,RESOLVED,,,False,LOW,BRANCH
CBK0001434,TXN00014276,USR37196,MCH2407,,,637.61,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0001435,TXN00004594,USR40538,MCH1070,2026-01-16 00:00:00,,262.38,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,IVR
CBK0001436,TXN00011255,USR91425,MCH9243,2026-03-05 00:00:00,,3679.43,DUPLICATE_PROCESSING,IN_PROGRESS,2026-03-30 09:19:03,,False,MEDIUM,CHATBOT
CBK0001437,TXN00009735,USR48653,MCH3671,,,1222.97,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,HIGH,CHATBOT
CBK0001438,TXN00008449,USR22964,MCH2194,,2026-03-26 00:00:00,0.65,GENERAL_DISPUTE,RESOLVED,,,False,MEDIUM,APP
CBK0001439,TXN00018123,USR83744,MCH5378,2026-03-13 22:46:01,,3146.39,GENERAL_DISPUTE,CLOSED,,,False,LOW,IVR
CBK0001440,TXN00009124,USR51720,MCH1539,2026-02-06 01:11:28,,0.25,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0001441,TXN00017441,USR80479,MCH2733,2026-01-12 00:00:00,,766.94,FRAUD_OR_ATO,IN_PROGRESS,,,False,HIGH,CALL CENTER
CBK0001442,TXN00004821,USR82070,MCH9291,,,165.89,DUPLICATE_PROCESSING,CLOSED,,,False,LOW,CHATBOT
CBK0001443,TXN00003853,USR70317,MCH6921,,2026-02-22 00:00:00,2342.78,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,MEDIUM,IVR
CBK0001444,TXN00003678,USR50434,MCH5076,2026-01-01 07:55:22,2026-01-04 00:00:00,8722.75,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,HIGH,CHATBOT
CBK0001445,TXN00003088,USR27045,MCH4407,,,1019.25,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,APP
CBK0001446,TXN00017598,USR51720,MCH4274,,,819.3,GENERAL_DISPUTE,CLOSED,,,False,MEDIUM,BRANCH
CBK0001447,TXN00015239,USR59920,MCH4650,,,10770.37,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,LOW,BRANCH
CBK0001448,TXN00006897,USR81435,MCH9291,,,3386.1,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,LOW,CALL CENTER
CBK0001449,TXN00008116,USR21449,MCH7397,,,19544.3,FRAUD_OR_ATO,RESOLVED,,,False,MEDIUM,EMAIL
CBK0001450,TXN00009783,USR83126,MCH9291,,,2123.46,DUPLICATE_PROCESSING,CLOSED,,,False,MEDIUM,CHATBOT
CBK0001451,TXN00003075,USR13134,MCH6033,,2026-02-03 00:00:00,2267.96,DUPLICATE_PROCESSING,OPEN,,,False,LOW,EMAIL
CBK0001452,TXN00008175,USR21384,MCH2062,2026-02-22 00:00:00,,7668.14,GENERAL_DISPUTE,OPEN,,,False,LOW,APP
CBK0001453,TXN00012893,USR52532,MCH2931,,,1558.33,AMOUNT_MISMATCH,REJECTED,,,False,LOW,IVR
CBK0001454,TXN00011270,USR25463,MCH7713,,,0.23,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0001455,TXN00007357,USR62254,MCH5655,,,0.16,AMOUNT_MISMATCH,IN_PROGRESS,,,False,MEDIUM,BRANCH
CBK0001456,TXN00003248,USR30500,MCH2822,2026-02-08 02:56:43,,10277.41,FRAUD_OR_ATO,IN_PROGRESS,,,False,CRITICAL,CALL CENTER
CBK0001457,TXN00004271,USR60321,MCH2200,2026-03-06 15:12:38,,2672.78,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,LOW,APP
CBK0001458,TXN00002805,USR85655,MCH1702,2026-02-18 00:00:00,,1623.96,DUPLICATE_PROCESSING,CLOSED,,,False,MEDIUM,BRANCH
CBK0001459,TXN00007662,USR87831,MCH6142,2026-02-17 00:00:00,2026-02-18 00:00:00,4479.85,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,IVR
CBK0001460,TXN00014496,USR33249,MCH4270,,,554.76,FRAUD_OR_ATO,IN_PROGRESS,2026-04-04 02:17:31,,False,LOW,APP
CBK0001461,UNKNOWN_TXN,USR21469,MCH3425,,,1041.71,FRAUD_OR_ATO,IN_PROGRESS,,,False,LOW,BRANCH
CBK0001462,TXN00002045,USR58805,MCH2842,,2026-03-01 00:00:00,3144.27,FRAUD_OR_ATO,IN_PROGRESS,2026-03-21 12:45:23,20.0,True,MEDIUM,EMAIL
CBK0001463,TXN00018916,USR92463,MCH4008,,,0.19,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0001464,TXN32619,USR22277,MCH4473,,,2826.04,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,,,False,MEDIUM,EMAIL
CBK0001465,TXN00004507,USR77990,MCH9291,,,0.23,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,MEDIUM,BRANCH
CBK0001466,TXN00015318,USR91423,MCH3984,,,0.34,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,MEDIUM,CHATBOT
CBK0001467,TXN00008130,USR27544,MCH4226,,,482.6,MERCHANT_OR_DELIVERY_ISSUE,REJECTED,,,False,MEDIUM,EMAIL
CBK0001468,TXN00016367,USR57411,MCH5305,2026-03-12 10:03:31,,6490.82,GENERAL_DISPUTE,IN_PROGRESS,,,False,MEDIUM,EMAIL
CBK0001469,TXN00008274,USR45724,MCH3032,,2026-02-28 00:00:00,1114.45,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,2026-03-18 11:31:43,18.0,True,HIGH,CALL CENTER
CBK0001470,TXN30234,USR24750,MCH6880,,,1915.5,FRAUD_OR_ATO,CLOSED,,,False,MEDIUM,BRANCH
CBK0001471,TXN00003290,USR25087,MCH3815,,2026-03-09 00:00:00,991.51,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,HIGH,EMAIL
CBK0001472,TXN00015404,USR62254,MCH1722,2026-03-29 00:00:00,,1356.41,GENERAL_DISPUTE,OPEN,2026-03-31 17:46:38,,False,LOW,APP
CBK0001473,TXN00001160,USR20984,MCH6953,,,2273.54,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,LOW,EMAIL
CBK0001474,TXN00008578,USR71704,MCH7047,,,3771.28,FRAUD_OR_ATO,OPEN,,,False,MEDIUM,EMAIL
CBK0001475,TXN00017932,USR30591,MCH4204,,,4452.54,MERCHANT_OR_DELIVERY_ISSUE,OPEN,2026-02-23 12:38:55,,False,CRITICAL,BRANCH
CBK0001476,TXN00009355,USR74753,MCH9250,,,2786.42,AMOUNT_MISMATCH,RESOLVED,,,False,MEDIUM,IVR
CBK0001477,TXN00009790,USR72887,MCH3200,,,996.46,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,CRITICAL,IVR
CBK0001478,TXN00017175,USR46590,MCH7833,,2026-01-31 03:03:07,2616.12,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,HIGH,APP
CBK0001479,TXN00008854,USR96222,MCH8391,,,2299.14,DUPLICATE_PROCESSING,REJECTED,2026-04-15 13:27:49,,False,MEDIUM,CHATBOT
CBK0001480,TXN00010969,USR40561,MCH9717,2026-02-17 00:00:00,,1918.05,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,LOW,CALL CENTER
CBK0001481,TXN00001735,USR85139,MCH3100,,,3084.74,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,MEDIUM,IVR
CBK0001482,TXN00002314,USR23329,MCH8420,2026-03-05 14:48:39,,0.5,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,HIGH,BRANCH
CBK0001483,TXN00004890,USR15275,MCH1320,,2026-01-02 00:00:00,,DUPLICATE_PROCESSING,CLOSED,,,False,LOW,IVR
CBK0001484,TXN00014252,USR18345,MCH7982,,2026-03-10 00:00:00,5943.18,GENERAL_DISPUTE,OPEN,,,False,CRITICAL,APP
CBK0001485,TXN00000921,USR25087,MCH2266,,2026-03-08 00:00:00,1585.45,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,LOW,EMAIL
CBK0001486,TXN00012555,USR32962,MCH5076,,,2740.59,GENERAL_DISPUTE,IN_PROGRESS,,,False,LOW,IVR
CBK0001487,TXN00015922,USR41135,MCH5982,,,759.33,GENERAL_DISPUTE,IN_PROGRESS,,,False,HIGH,IVR
CBK0001488,TXN00015761,USR47459,MCH8883,,,0.64,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,LOW,IVR
CBK0001489,TXN00014835,USR25333,MCH5151,2026-02-25 00:00:00,,2565.94,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0001490,TXN00003514,USR77962,MCH9344,,,1510.93,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0001491,TXN00017193,USR16478,MCH4709,2026-03-31 00:00:00,,2406.17,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0001492,TXN00008497,USR96797,MCH9634,,,316.81,DUPLICATE_PROCESSING,CLOSED,,,False,LOW,APP
CBK0001493,TXN00006595,USR31543,MCH5575,,,2625.77,DUPLICATE_PROCESSING,IN_PROGRESS,,,False,LOW,CALL CENTER
CBK0001494,TXN00012935,USR97835,MCH9262,,,0.8,GENERAL_DISPUTE,OPEN,,,False,LOW,CHATBOT
CBK0001495,TXN00014774,USR47392,MCH8779,,,2478.18,FRAUD_OR_ATO,REJECTED,,,False,LOW,BRANCH
CBK0001496,TXN00012480,USR39700,MCH9284,,,0.22,FRAUD_OR_ATO,CLOSED,,,False,HIGH,CALL CENTER
CBK0001497,TXN00005059,USR56554,MCH6349,,,1316.81,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,,,False,HIGH,APP
CBK0001498,TXN00017926,USR98061,MCH5655,2026-02-08 06:54:39,,5338.83,GENERAL_DISPUTE,IN_PROGRESS,,,False,LOW,IVR
CBK0001499,TXN00016211,USR84128,MCH7738,2026-03-02 00:00:00,,6191.97,DUPLICATE_PROCESSING,REJECTED,,,False,HIGH,CHATBOT
CBK0001500,TXN00004113,USR65211,MCH5770,,2026-04-14 00:00:00,1173.86,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,HIGH,BRANCH
CBK0001501,TXN00010823,USR14938,MCH1880,,,2588.02,DUPLICATE_PROCESSING,OPEN,,,False,MEDIUM,APP
CBK0001502,TXN00006961,USR72785,MCH4196,,2026-02-03 00:00:00,2280.65,AMOUNT_MISMATCH,OPEN,,,False,MEDIUM,IVR
CBK0001503,TXN00007523,USR30103,MCH7139,,,2702.06,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,,,False,MEDIUM,APP
CBK0001504,TXN58280,USR46847,MCH9988,,,834.87,DUPLICATE_PROCESSING,OPEN,,,False,MEDIUM,BRANCH
CBK0001505,TXN00001496,USR40061,MCH3765,2026-03-04 00:00:00,,5669.05,GENERAL_DISPUTE,REJECTED,2026-03-13 11:54:46,,False,LOW,IVR
CBK0001506,TXN00002381,USR81570,MCH3815,,2026-02-07 00:00:00,0.32,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,CHATBOT
CBK0001507,TXN00014680,USR38336,MCH1475,,,6017.37,AMOUNT_MISMATCH,REJECTED,,,False,LOW,CHATBOT
CBK0001508,TXN00006688,USR56287,MCH2552,,,592.68,FRAUD_OR_ATO,IN_PROGRESS,,,False,HIGH,EMAIL
CBK0001509,TXN00011866,USR37594,MCH9858,,,628.55,MERCHANT_OR_DELIVERY_ISSUE,RESOLVED,,,False,LOW,CHATBOT
CBK0001510,TXN00009054,USR40521,MCH8665,,,14177.27,FRAUD_OR_ATO,IN_PROGRESS,,,False,MEDIUM,IVR
CBK0001511,TXN00013557,USR53356,MCH4473,,,5693.78,MERCHANT_OR_DELIVERY_ISSUE,OPEN,,,False,LOW,IVR
CBK0001512,TXN00019027,USR98733,MCH1775,,,800.24,DUPLICATE_PROCESSING,REJECTED,,,False,MEDIUM,EMAIL
CBK0001513,TXN00000653,USR70889,MCH8076,,2026-03-19 00:00:00,0.43,MERCHANT_OR_DELIVERY_ISSUE,IN_PROGRESS,,,False,LOW,APP
CBK0001514,TXN00017992,USR36766,MCH3815,2026-02-12 00:00:00,,1134.77,AMOUNT_MISMATCH,REJECTED,,,False,LOW,CHATBOT
CBK0001515,TXN00000062,USR11366,MCH2992,,,330.73,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,LOW,BRANCH
CBK0001516,TXN00013162,USR27947,MCH4181,,,221.35,MERCHANT_OR_DELIVERY_ISSUE,CLOSED,,,False,HIGH,APP
CBK0001517,TXN00016968,USR40843,MCH2266,,2026-03-11 23:37:25,1768.72,FRAUD_OR_ATO,REJECTED,,,False,MEDIUM,APP
